Name,Job,Salary
Film/video editor,Geographical information systems officer,32
Lawyer,Forensic scientist,28
Pathologist,Public house manager,19
Waste management officer,Community arts worker,29
"Surveyor, mining",Solicitor,20
"Surveyor, planning and development","Sound technician, broadcasting/film/video",20
Interior and spatial designer,Technical sales engineer,22
"Scientist, research (physical sciences)",Furniture conservator/restorer,31
Film/video editor,Advertising art director,32
"Surveyor, rural practice",Biomedical engineer,31
"Scientist, research (life sciences)",Structural engineer,27
Quantity surveyor,"Research officer, political party",17
Minerals surveyor,"Programmer, multimedia",20
Horticultural therapist,Marketing executive,21
Environmental health practitioner,"Scientist, forensic",23
Local government officer,Agricultural engineer,31
Community education officer,"Designer, exhibition/display",15
"Designer, exhibition/display",Automotive engineer,26
Automotive engineer,"Secretary, company",29
Mental health nurse,Audiological scientist,32
"Scientist, forensic",Community education officer,26
"Producer, television/film/video",Mudlogger,15
Interpreter,Forensic psychologist,28
Customer service manager,Information systems manager,17
"Scientist, research (medical)",Geophysicist/field seismologist,24
Geophysical data processor,Software engineer,18
Animal nutritionist,Medical physicist,22
"Scientist, research (medical)","Surveyor, commercial/residential",17
Media buyer,Radio broadcast assistant,20
Chief Technology Officer,"Lecturer, higher education",27
Professor Emeritus,"Teacher, special educational needs",23
"Editor, commissioning",Publishing rights manager,30
Teaching laboratory technician,Occupational therapist,23
"Loss adjuster, chartered",Technical sales engineer,29
Cabin crew,Public librarian,30
Haematologist,Pension scheme manager,32
Race relations officer,Location manager,19
Firefighter,Administrator,27
Office manager,English as a foreign language teacher,22
Furniture designer,"Clinical scientist, histocompatibility and immunogenetics",15
Database administrator,Animator,20
Immunologist,Seismic interpreter,29
Petroleum engineer,Broadcast engineer,27
Immigration officer,Systems developer,28
