Name,Job,Salary
Barrister's clerk,Environmental manager,28
Amenity horticulturist,Bonds trader,31
Interior and spatial designer,"Scientist, research (physical sciences)",20
"Education officer, community",Television floor manager,27
"Research officer, trade union",Claims inspector/assessor,24
Lexicographer,"Teacher, primary school",17
Public relations account executive,Cartographer,27
Advertising art director,Marketing executive,17
Mechanical engineer,Solicitor,25
Applications developer,Hydrogeologist,17
"Programmer, systems",Textile designer,20
Recycling officer,Trading standards officer,31
Museum/gallery exhibitions officer,Wellsite geologist,30
Public librarian,Multimedia specialist,24
"Programmer, systems","Clinical scientist, histocompatibility and immunogenetics",22
Naval architect,Lobbyist,18
Video editor,Prison officer,30
Games developer,"Scientist, clinical (histocompatibility and immunogenetics)",18
Web designer,"Civil engineer, consulting",19
"Therapist, speech and language",Ecologist,32
Lobbyist,Estate agent,21
Chartered certified accountant,Physiological scientist,30
Heritage manager,"Engineer, electronics",23
Special educational needs teacher,Osteopath,21
Chartered management accountant,Comptroller,26
Data scientist,Geographical information systems officer,16
Chemical engineer,Insurance account manager,29
Petroleum engineer,Dealer,24
Field trials officer,Product designer,16
Engineering geologist,Clothing/textile technologist,25
Associate Professor,"Journalist, broadcasting",31
Further education lecturer,"Librarian, public",29
Patent examiner,Armed forces technical officer,24
Barrister's clerk,Secondary school teacher,21
Ecologist,"Buyer, retail",20
Biomedical scientist,Housing manager/officer,23
"Pharmacist, hospital",Insurance broker,19
Leisure centre manager,Housing manager/officer,26
Health and safety adviser,Economist,15
Dentist,"Investment banker, corporate",24
"Engineer, electrical",Visual merchandiser,16
Chief Marketing Officer,"Nurse, mental health",23
"Production assistant, television",Volunteer coordinator,19
Technical author,Phytotherapist,30
Multimedia specialist,"Psychologist, forensic",17
"Exhibitions officer, museum/gallery",Environmental manager,22
Personnel officer,"Editor, commissioning",26
Community arts worker,Contracting civil engineer,16
Educational psychologist,Chartered accountant,16
Marine scientist,"Engineer, agricultural",28
Civil Service administrator,Games developer,29
Land,"Programmer, applications",27
Proofreader,"Engineer, broadcasting (operations)",16
Operations geologist,Art gallery manager,20
International aid/development worker,Newspaper journalist,27
"Embryologist, clinical","Producer, television/film/video",18
Product manager,Psychiatrist,28
Technical brewer,Probation officer,25
Proofreader,Web designer,31
Financial controller,"Engineer, water",31
Air cabin crew,Systems analyst,17
"Accountant, chartered",Television production assistant,20
Patent attorney,"Designer, television/film set",21
Meteorologist,Amenity horticulturist,27
Armed forces training and education officer,"Administrator, Civil Service",15
"Designer, multimedia",Paediatric nurse,23
Chief Operating Officer,"Engineer, production",29
"Engineer, civil (contracting)",Trading standards officer,24
Environmental health practitioner,"Buyer, industrial",27
"Therapist, speech and language",IT trainer,29
"Designer, interior/spatial","Conservation officer, historic buildings",21
"Research officer, trade union","Engineer, aeronautical",25
Fish farm manager,"Engineer, civil (contracting)",22
Structural engineer,"Engineer, structural",27
Dentist,Child psychotherapist,29
Podiatrist,TEFL teacher,32
Accounting technician,Air traffic controller,24
"Engineer, agricultural",Broadcast presenter,27
Armed forces training and education officer,Radio producer,18
Restaurant manager,Publishing rights manager,20
"Scientist, research (maths)",Sales promotion account executive,25
Interpreter,"Surveyor, mining",23
"Teacher, secondary school",Occupational hygienist,19
Careers information officer,Chiropodist,20
Advertising copywriter,Land,24
Radio broadcast assistant,"Surveyor, commercial/residential",32
Financial controller,Chief Strategy Officer,25
Archaeologist,Hospital doctor,17
"Programmer, multimedia",Amenity horticulturist,26
Public relations account executive,Dispensing optician,18
Risk manager,Retail manager,25
Learning disability nurse,Copy,29
"Production assistant, television",Games developer,26
