Name,Job,Salary
Hydrologist,Veterinary surgeon,32
Advertising copywriter,Film/video editor,31
Airline pilot,Forest/woodland manager,23
Cytogeneticist,Museum/gallery exhibitions officer,28
Probation officer,Ecologist,29
Legal executive,Horticultural consultant,17
Outdoor activities/education manager,"Journalist, newspaper",22
Marine scientist,Trade mark attorney,22
Risk manager,Solicitor,20
"Designer, ceramics/pottery",Research scientist (life sciences),29
Higher education careers adviser,"Designer, furniture",15
Water quality scientist,Illustrator,18
"Scientist, research (life sciences)",Broadcast presenter,24
Insurance underwriter,"Conservator, furniture",16
Architect,"Doctor, general practice",23
Training and development officer,Naval architect,16
"Investment banker, operational",Recycling officer,15
Publishing copy,Biomedical engineer,22
Forest/woodland manager,Physiotherapist,27
"Merchandiser, retail",Charity fundraiser,23
Immigration officer,Surgeon,26
English as a second language teacher,Food technologist,32
Communications engineer,"Administrator, arts",25
Ship broker,Barrister's clerk,22
"Producer, television/film/video",Geophysicist/field seismologist,29
Hydrogeologist,Oncologist,26
Intelligence analyst,"Education officer, community",19
Environmental consultant,"Accountant, chartered certified",20
Financial trader,"Chemist, analytical",30
Wellsite geologist,"Programmer, applications",19
Health service manager,Sport and exercise psychologist,18
Site engineer,"Conservation officer, nature",15
"Editor, commissioning",Analytical chemist,20
