Name,Job,Salary
"Lecturer, further education",Politician's assistant,26
Environmental health practitioner,Immigration officer,22
Video editor,Writer,24
Waste management officer,Fitness centre manager,25
"Psychologist, clinical",Landscape architect,22
Dietitian,Youth worker,18
Ambulance person,"Conservation officer, historic buildings",19
Recruitment consultant,Commercial horticulturist,15
Management consultant,Newspaper journalist,17
Training and development officer,Theatre director,27
"Engineer, aeronautical",Cytogeneticist,28
Accounting technician,Homeopath,17
Immigration officer,"Engineer, civil (contracting)",25
Energy engineer,Aeronautical engineer,25
"Librarian, academic",Claims inspector/assessor,17
Data scientist,Psychotherapist,32
"Solicitor, Scotland",Sports administrator,17
"Radiographer, diagnostic",IT technical support officer,25
"Optician, dispensing",Advertising account executive,31
Product manager,Training and development officer,22
"Surveyor, mining",Location manager,30
Interpreter,"Engineer, petroleum",21
Television floor manager,Accounting technician,31
Higher education careers adviser,Midwife,18
Dancer,Games developer,19
"Librarian, academic",Public relations account executive,31
Materials engineer,"Engineer, mining",24
"Accountant, chartered management","Administrator, arts",19
Associate Professor,"Investment banker, operational",25
Animal technologist,"Editor, film/video",24
"Engineer, water",Product/process development scientist,22
"Sound technician, broadcasting/film/video",Armed forces logistics/support/administrative officer,32
"Surveyor, mining",Soil scientist,21
"Psychotherapist, dance movement","Secretary, company",31
Minerals surveyor,"Buyer, retail",23
Financial risk analyst,"Geologist, engineering",21
"Engineer, chemical",Radio producer,17
Diplomatic Services operational officer,Magazine features editor,24
